type,title,country,date_added,release_year,rating,duration,listed_in,duration_minutes,rating_encoded,genres,Cluster
Movie,Paddleton,United States,"February 22, 2019",2019,TV-MA,89 min,"Comedies, Dramas, Independent Movies",89,11,"['Comedies', 'Dramas', 'Independent Movies']",4
Movie,Paris Is Us,France,"February 22, 2019",2019,TV-MA,84 min,"Dramas, Independent Movies, International Movies",84,11,"['Dramas', 'Independent Movies', 'International Movies']",4
Movie,Shonar Pahar,India,"February 22, 2019",2018,TV-PG,131 min,"Dramas, Independent Movies, International Movies",131,12,"['Dramas', 'Independent Movies', 'International Movies']",4
TV Show,The Big Family Cooking Showdown,United Kingdom,"February 22, 2019",2018,TV-PG,2 Seasons,"British TV Shows, International TV Shows, Reality TV",120,12,"['British TV Shows', 'International TV Shows', 'Reality TV']",1
TV Show,Z4,Brazil,"February 22, 2019",2018,TV-PG,2 Seasons,Kids' TV,120,12,"[""Kids' TV""]",1
Movie,The Drug King,South Korea,"February 21, 2019",2018,TV-MA,139 min,"Dramas, International Movies, Thrillers",139,11,"['Dramas', 'International Movies', 'Thrillers']",4
Movie,Kevin James: Sweat the Small Stuff,United States,"February 20, 2019",2001,TV-PG,42 min,Stand-Up Comedy,42,12,['Stand-Up Comedy'],0
Movie,Transformer,Canada,"February 20, 2019",2017,TV-MA,79 min,"Documentaries, LGBTQ Movies",79,11,"['Documentaries', 'LGBTQ Movies']",3
Movie,Genius,India,"February 17, 2019",2018,TV-14,96 min,"Dramas, Independent Movies, International Movies",96,9,"['Dramas', 'Independent Movies', 'International Movies']",4
Movie,Black Sea,"United Kingdom, Russia, United States","February 16, 2019",2015,R,114 min,"Action & Adventure, Dramas, International Movies",114,8,"['Action & Adventure', 'Dramas', 'International Movies']",4
Movie,Studio 54,United States,"February 16, 2019",2018,TV-MA,99 min,Documentaries,99,11,['Documentaries'],3
Movie,Awe,India,"February 15, 2019",2018,TV-MA,111 min,"Dramas, International Movies, Sci-Fi & Fantasy",111,11,"['Dramas', 'International Movies', 'Sci-Fi & Fantasy']",4
Movie,Ayana,India,"February 15, 2019",2017,TV-MA,112 min,"Dramas, Independent Movies, International Movies",112,11,"['Dramas', 'Independent Movies', 'International Movies']",4
Movie,Behind the Curve,United States,"February 15, 2019",2018,TV-14,96 min,Documentaries,96,9,['Documentaries'],3
Movie,Buddies,Brazil,"February 15, 2019",2012,TV-MA,103 min,"Comedies, Dramas, Independent Movies",103,11,"['Comedies', 'Dramas', 'Independent Movies']",4
Movie,Candyflip,India,"February 15, 2019",2017,TV-MA,104 min,"Dramas, Independent Movies, International Movies",104,11,"['Dramas', 'Independent Movies', 'International Movies']",4
Movie,Chameli,India,"February 15, 2019",2004,TV-14,102 min,"Dramas, International Movies",102,9,"['Dramas', 'International Movies']",4
Movie,Fatso,India,"February 15, 2019",2012,TV-14,97 min,"Comedies, Dramas, International Movies",97,9,"['Comedies', 'Dramas', 'International Movies']",4
TV Show,Hjørdis,Denmark,"February 15, 2019",2015,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",60,11,"['International TV Shows', 'TV Comedies', 'TV Dramas']",1
TV Show,Larry Charles' Dangerous World of Comedy,,"February 15, 2019",2019,TV-MA,1 Season,"Docuseries, TV Comedies",60,11,"['Docuseries', 'TV Comedies']",1
Movie,Neevevaro,India,"February 15, 2019",2018,TV-14,132 min,"Dramas, International Movies, Romantic Movies",132,9,"['Dramas', 'International Movies', 'Romantic Movies']",4
Movie,Pyaar Ke Side Effects,India,"February 15, 2019",2006,TV-MA,120 min,"Comedies, International Movies, Romantic Movies",120,11,"['Comedies', 'International Movies', 'Romantic Movies']",4
Movie,Sur: The Melody of Life,India,"February 15, 2019",2002,TV-14,137 min,"Dramas, International Movies",137,9,"['Dramas', 'International Movies']",4
TV Show,The 43,,"February 15, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",60,11,"['Crime TV Shows', 'Docuseries', 'International TV Shows']",1
Movie,The Breaker Upperers,New Zealand,"February 15, 2019",2018,TV-MA,82 min,"Comedies, Independent Movies, International Movies",82,11,"['Comedies', 'Independent Movies', 'International Movies']",4
TV Show,The Kirlian Frequency,Argentina,"February 15, 2019",2017,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Horror",60,9,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Horror']",1
Movie,Ugly Aur Pagli,India,"February 15, 2019",2008,TV-14,115 min,"Comedies, International Movies, Romantic Movies",115,9,"['Comedies', 'International Movies', 'Romantic Movies']",4
Movie,Yucatán,Spain,"February 15, 2019",2018,TV-MA,130 min,"Comedies, International Movies",130,11,"['Comedies', 'International Movies']",4
TV Show,Barbie Dreamhouse Adventures,"United States, Canada","February 14, 2019",2018,TV-Y,3 Seasons,Kids' TV,180,13,"[""Kids' TV""]",1
Movie,"Ken Jeong: You Complete Me, Ho",United States,"February 14, 2019",2019,TV-MA,62 min,Stand-Up Comedy,62,11,['Stand-Up Comedy'],0
TV Show,Velvet Colección,Spain,"February 14, 2019",2018,TV-14,2 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",120,9,"['International TV Shows', 'Romantic TV Shows', 'Spanish-Language TV Shows']",1
Movie,Period. End of Sentence.,United States,"February 12, 2019",2018,TV-PG,26 min,Documentaries,26,12,['Documentaries'],3
TV Show,Iron Ladies,Taiwan,"February 9, 2019",2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",60,9,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",1
TV Show,The Break,Belgium,"February 9, 2019",2018,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",120,11,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",1
Movie,High Flying Bird,United States,"February 8, 2019",2019,TV-MA,91 min,"Dramas, Sports Movies",91,11,"['Dramas', 'Sports Movies']",4
Movie,Kevin Hart's Guide to Black History,United States,"February 8, 2019",2019,TV-PG,63 min,"Children & Family Movies, Comedies",63,12,"['Children & Family Movies', 'Comedies']",4
TV Show,One Day at a Time,United States,"February 8, 2019",2019,TV-PG,3 Seasons,TV Comedies,180,12,['TV Comedies'],1
Movie,ReMastered: The Two Killings of Sam Cooke,United States,"February 8, 2019",2019,TV-MA,74 min,"Documentaries, Music & Musicals",74,11,"['Documentaries', 'Music & Musicals']",3
Movie,The Tree of Blood,Spain,"February 8, 2019",2018,TV-MA,136 min,"Dramas, Independent Movies, International Movies",136,11,"['Dramas', 'Independent Movies', 'International Movies']",4
TV Show,The Last of the Schmucks,Egypt,"February 7, 2019",2017,TV-MA,1 Season,"International TV Shows, TV Comedies",60,11,"['International TV Shows', 'TV Comedies']",1
TV Show,Hidden Worlds,Egypt,"February 5, 2019",2018,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",60,9,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",1
TV Show,Live,South Korea,"February 5, 2019",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",60,11,"['Crime TV Shows', 'International TV Shows', 'Korean TV Shows']",2
Movie,"Ray Romano: Right Here, Around the Corner",United States,"February 5, 2019",2019,TV-MA,59 min,Stand-Up Comedy,59,11,['Stand-Up Comedy'],0
TV Show,Safe,United Kingdom,"February 5, 2019",2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",60,11,"['British TV Shows', 'Crime TV Shows', 'International TV Shows']",1
TV Show,Tayee,Egypt,"February 5, 2019",2018,TV-MA,1 Season,"International TV Shows, TV Dramas",60,11,"['International TV Shows', 'TV Dramas']",1
TV Show,Violet Evergarden,Japan,"February 5, 2019",2018,TV-14,1 Season,"Anime Series, International TV Shows, Romantic TV Shows",60,9,"['Anime Series', 'International TV Shows', 'Romantic TV Shows']",1
TV Show,Romance is a bonus book,South Korea,"February 3, 2019",2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",60,9,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']",2
Movie,Await Further Instructions,United Kingdom,"February 2, 2019",2018,TV-MA,91 min,"Horror Movies, Sci-Fi & Fantasy",91,11,"['Horror Movies', 'Sci-Fi & Fantasy']",4
Movie,Manusangada,India,"February 2, 2019",2017,TV-14,93 min,"Dramas, Independent Movies, International Movies",93,9,"['Dramas', 'Independent Movies', 'International Movies']",4
Movie,14 Minutes from Earth,United States,"February 1, 2019",2016,TV-MA,84 min,Documentaries,84,11,['Documentaries'],3
Movie,Dear Ex,Taiwan,"February 1, 2019",2018,TV-MA,100 min,"Comedies, Dramas, International Movies",100,11,"['Comedies', 'Dramas', 'International Movies']",4
Movie,Free Rein: Valentine's Day,United States,"February 1, 2019",2019,TV-G,51 min,"Children & Family Movies, Dramas",51,10,"['Children & Family Movies', 'Dramas']",4
Movie,Lego DC Comics: Batman Be-Leaguered,United States,"February 1, 2019",2014,TV-Y7,22 min,Movies,22,14,['Movies'],1
Movie,LEGO Marvel Super Heroes: Black Panther,United States,"February 1, 2019",2018,TV-Y7,22 min,Children & Family Movies,22,14,['Children & Family Movies'],4
Movie,LEGO Marvel Super Heroes: Guardians of the Galaxy,United States,"February 1, 2019",2017,TV-Y,22 min,Children & Family Movies,22,13,['Children & Family Movies'],4
TV Show,Littlest Pet Shop: A World of Our Own,United States,"February 1, 2019",2018,TV-Y7,2 Seasons,Kids' TV,120,14,"[""Kids' TV""]",1
TV Show,Russian Doll,United States,"February 1, 2019",2019,TV-MA,1 Season,"TV Comedies, TV Dramas",60,11,"['TV Comedies', 'TV Dramas']",1
TV Show,Sparta,Russia,"February 1, 2019",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",60,11,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",1
TV Show,Sword Art Online Alternative: Gun Gale Online,Japan,"February 1, 2019",2018,TV-MA,1 Season,"Anime Series, International TV Shows",60,11,"['Anime Series', 'International TV Shows']",1
Movie,True: Happy Hearts Day,"United States, Canada","February 1, 2019",2019,TV-Y,24 min,Children & Family Movies,24,13,['Children & Family Movies'],4
Movie,Velvet Buzzsaw,United States,"February 1, 2019",2019,R,113 min,"Dramas, Thrillers",113,8,"['Dramas', 'Thrillers']",4
Movie,Hantu Kak Limah,Malaysia,"January 31, 2019",2018,TV-PG,110 min,"Comedies, Horror Movies, International Movies",110,12,"['Comedies', 'Horror Movies', 'International Movies']",4
Movie,Love Off the Cuff,"China, Hong Kong","January 31, 2019",2017,TV-MA,120 min,"Comedies, Dramas, International Movies",120,11,"['Comedies', 'Dramas', 'International Movies']",4
TV Show,Paprika,,"January 31, 2019",2018,TV-Y,1 Season,Kids' TV,60,13,"[""Kids' TV""]",1
Movie,Maharaja: The Story of Ranjit Singh,,"January 30, 2019",2010,TV-14,56 min,"Dramas, International Movies",56,9,"['Dramas', 'International Movies']",4
Movie,Virsa,"India, Pakistan","January 30, 2019",2010,TV-14,127 min,"Dramas, International Movies, Music & Musicals",127,9,"['Dramas', 'International Movies', 'Music & Musicals']",4
Movie,Bhasmasur,India,"January 29, 2019",2017,TV-14,74 min,"Dramas, Independent Movies, International Movies",74,9,"['Dramas', 'Independent Movies', 'International Movies']",4
Movie,"Gabriel ""Fluffy"" Iglesias: One Show Fits All",,"January 29, 2019",2019,TV-14,91 min,Stand-Up Comedy,91,9,['Stand-Up Comedy'],0
Movie,High Society,South Korea,"January 29, 2019",2018,TV-MA,137 min,"Dramas, International Movies",137,11,"['Dramas', 'International Movies']",4
Movie,Up Among  The Stars,Spain,"January 29, 2019",2018,TV-MA,86 min,"Dramas, International Movies, Sci-Fi & Fantasy",86,11,"['Dramas', 'International Movies', 'Sci-Fi & Fantasy']",4
Movie,Alt-Right: Age of Rage,,"January 28, 2019",2018,TV-MA,106 min,Documentaries,106,11,['Documentaries'],3
Movie,Habibie & Ainun,"Indonesia, Singapore","January 28, 2019",2012,TV-14,125 min,"Dramas, International Movies, Romantic Movies",125,9,"['Dramas', 'International Movies', 'Romantic Movies']",4
Movie,Nathicharami,India,"January 28, 2019",2018,TV-MA,114 min,"Dramas, Independent Movies, International Movies",114,11,"['Dramas', 'Independent Movies', 'International Movies']",4
Movie,Rudy Habibie,Indonesia,"January 28, 2019",2016,TV-14,143 min,"Dramas, International Movies",143,9,"['Dramas', 'International Movies']",4
Movie,Surga Yang Tak Dirindukan,Indonesia,"January 28, 2019",2015,TV-14,121 min,"Dramas, Faith & Spirituality, International Movies",121,9,"['Dramas', 'Faith & Spirituality', 'International Movies']",4
Movie,Surga Yang Tak Dirindukan 2,Indonesia,"January 28, 2019",2017,TV-14,119 min,"Dramas, Faith & Spirituality, International Movies",119,9,"['Dramas', 'Faith & Spirituality', 'International Movies']",4
TV Show,A Taiwanese Tale of Two Cities,Taiwan,"January 27, 2019",2018,TV-MA,1 Season,"International TV Shows, TV Dramas",60,11,"['International TV Shows', 'TV Dramas']",1
TV Show,Z Nation,United States,"January 27, 2019",2018,TV-MA,5 Seasons,"TV Action & Adventure, TV Comedies, TV Horror",300,11,"['TV Action & Adventure', 'TV Comedies', 'TV Horror']",1
Movie,Goyo: The Boy General,Philippines,"January 26, 2019",2018,TV-MA,150 min,"Dramas, International Movies",150,11,"['Dramas', 'International Movies']",4
Movie,Animas,"Spain, Belgium","January 25, 2019",2018,TV-MA,88 min,"Horror Movies, International Movies",88,11,"['Horror Movies', 'International Movies']",4
TV Show,Black Earth Rising,United Kingdom,"January 25, 2019",2018,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas",60,11,"['British TV Shows', 'International TV Shows', 'TV Dramas']",1
TV Show,Club of Crows,Mexico,"January 25, 2019",2019,TV-MA,4 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",240,11,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Comedies']",1
TV Show,Examination of Conscience,Spain,"January 25, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",60,11,"['Crime TV Shows', 'Docuseries', 'International TV Shows']",1
Movie,Mi Obra Maestra,"Argentina, Spain","January 25, 2019",2018,TV-MA,105 min,"Comedies, International Movies",105,11,"['Comedies', 'International Movies']",4
Movie,Polar,"United States, Germany","January 25, 2019",2019,TV-MA,119 min,"Action & Adventure, International Movies",119,11,"['Action & Adventure', 'International Movies']",4
TV Show,The Perfect Match,,"January 25, 2019",2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",60,9,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",1
TV Show,Conversations with a Killer: The Ted Bundy Tapes,United States,"January 24, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries",60,11,"['Crime TV Shows', 'Docuseries']",1
Movie,Just Love,Argentina,"January 24, 2019",2018,TV-MA,96 min,"Dramas, International Movies, Music & Musicals",96,11,"['Dramas', 'International Movies', 'Music & Musicals']",4
TV Show,Innocent,Turkey,"January 23, 2019",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",60,11,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",1
Movie,Close,"United Kingdom, United States","January 18, 2019",2019,TV-MA,95 min,"Action & Adventure, International Movies",95,11,"['Action & Adventure', 'International Movies']",4
Movie,FYRE: The Greatest Party That Never Happened,United States,"January 18, 2019",2019,TV-MA,98 min,Documentaries,98,11,['Documentaries'],3
Movie,IO,United States,"January 18, 2019",2019,TV-14,96 min,"Dramas, Sci-Fi & Fantasy",96,9,"['Dramas', 'Sci-Fi & Fantasy']",4
TV Show,Marvel's The Punisher,United States,"January 18, 2019",2019,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Thrillers",120,11,"['Crime TV Shows', 'TV Action & Adventure', 'TV Thrillers']",1
TV Show,Memory Love,,"January 18, 2019",2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",60,9,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",1
Movie,Old Lord Savanna,Brazil,"January 18, 2019",2018,TV-14,96 min,"Documentaries, International Movies",96,9,"['Documentaries', 'International Movies']",3
Movie,Patria,Mexico,"January 18, 2019",2019,TV-MA,90 min,"Documentaries, International Movies",90,11,"['Documentaries', 'International Movies']",3
Movie,Soni,India,"January 18, 2019",2018,TV-MA,97 min,"Dramas, Independent Movies, International Movies",97,11,"['Dramas', 'Independent Movies', 'International Movies']",4
TV Show,The World's Most Extraordinary Homes,United Kingdom,"January 18, 2019",2019,TV-G,3 Seasons,"British TV Shows, Docuseries, International TV Shows",180,10,"['British TV Shows', 'Docuseries', 'International TV Shows']",1
TV Show,Trigger Warning with Killer Mike,,"January 18, 2019",2019,TV-MA,1 Season,"Docuseries, Stand-Up Comedy & Talk Shows",60,11,"['Docuseries', 'Stand-Up Comedy & Talk Shows']",1
Movie,Abducted in Plain Sight,United States,"January 15, 2019",2017,TV-14,90 min,Documentaries,90,9,['Documentaries'],3
Movie,"Abdullah, The Final Witness",Pakistan,"January 15, 2019",2016,TV-14,88 min,"Dramas, International Movies",88,9,"['Dramas', 'International Movies']",4
Movie,Adhugo,India,"January 15, 2019",2018,TV-14,105 min,"Comedies, Independent Movies, International Movies",105,9,"['Comedies', 'Independent Movies', 'International Movies']",4
Movie,Echcharikkai,India,"January 15, 2019",2018,TV-14,127 min,"International Movies, Thrillers",127,9,"['International Movies', 'Thrillers']",4
TV Show,Lavender,Taiwan,"January 15, 2019",2002,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",60,9,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",1
Movie,Pandigai,India,"January 15, 2019",2017,TV-MA,125 min,"Action & Adventure, Dramas, International Movies",125,11,"['Action & Adventure', 'Dramas', 'International Movies']",4
Movie,Pari,Pakistan,"January 15, 2019",2018,TV-14,116 min,"Horror Movies, International Movies",116,9,"['Horror Movies', 'International Movies']",4
Movie,Revenger,South Korea,"January 15, 2019",2018,TV-MA,102 min,"Action & Adventure, International Movies",102,11,"['Action & Adventure', 'International Movies']",4
Movie,Sebastian Maniscalco: Stay Hungry,United States,"January 15, 2019",2019,TV-MA,65 min,Stand-Up Comedy,65,11,['Stand-Up Comedy'],0
Movie,The Doll,Indonesia,"January 15, 2019",2016,TV-MA,106 min,"Horror Movies, International Movies",106,11,"['Horror Movies', 'International Movies']",4
